Booking_ID,User_ID,Car_ID,City,Car_Model,Category,Booking_Date,Rental_Days,Total_Amount,Year,Month,DayOfWeek,Week,Amount_per_Day
200,145,236,Mumbai,Tata Nexon,Sedan,2024-07-18,9,3699,2024,2024-07,Thursday,2024-07-15/2024-07-21,411.0
201,117,281,Mumbai,Swift Dzire,Sedan,2024-07-19,5,14011,2024,2024-07,Friday,2024-07-15/2024-07-21,2802.2
202,177,244,Mumbai,Hyundai Creta,Hatchback,2024-07-20,3,2586,2024,2024-07,Saturday,2024-07-15/2024-07-21,862.0
203,188,207,Bangalore,Swift Dzire,Sedan,2024-07-21,1,9380,2024,2024-07,Sunday,2024-07-15/2024-07-21,9380.0
204,123,207,Pune,Maruti Alto,Sedan,2024-07-22,8,14720,2024,2024-07,Monday,2024-07-22/2024-07-28,1840.0
205,132,272,Bangalore,Kia Seltos,SUV,2024-07-23,6,6465,2024,2024-07,Tuesday,2024-07-22/2024-07-28,1077.5
206,114,269,Delhi,Hyundai Creta,Sedan,2024-07-24,6,4523,2024,2024-07,Wednesday,2024-07-22/2024-07-28,753.8333333333334
207,157,284,Mumbai,Hyundai Creta,Hatchback,2024-07-25,6,3040,2024,2024-07,Thursday,2024-07-22/2024-07-28,506.6666666666667
208,195,204,Bangalore,Maruti Alto,SUV,2024-07-26,8,8586,2024,2024-07,Friday,2024-07-22/2024-07-28,1073.25
209,199,223,Mumbai,Kia Seltos,Hatchback,2024-07-27,8,8964,2024,2024-07,Saturday,2024-07-22/2024-07-28,1120.5
210,119,263,Delhi,Kia Seltos,Hatchback,2024-07-28,3,14363,2024,2024-07,Sunday,2024-07-22/2024-07-28,4787.666666666667
211,105,267,Pune,Kia Seltos,SUV,2024-07-29,4,8727,2024,2024-07,Monday,2024-07-29/2024-08-04,2181.75
212,150,200,Bangalore,Hyundai Creta,Hatchback,2024-07-30,5,13236,2024,2024-07,Tuesday,2024-07-29/2024-08-04,2647.2
213,158,294,Pune,Hyundai Creta,Sedan,2024-07-31,4,12970,2024,2024-07,Wednesday,2024-07-29/2024-08-04,3242.5
214,144,227,Mumbai,Hyundai Creta,Hatchback,2024-08-01,1,13667,2024,2024-08,Thursday,2024-07-29/2024-08-04,13667.0
215,143,268,Delhi,Hyundai Creta,SUV,2024-08-02,9,13136,2024,2024-08,Friday,2024-07-29/2024-08-04,1459.5555555555557
216,103,270,Mumbai,Kia Seltos,Hatchback,2024-08-03,1,8600,2024,2024-08,Saturday,2024-07-29/2024-08-04,8600.0
217,151,256,Delhi,Maruti Alto,SUV,2024-08-04,4,3117,2024,2024-08,Sunday,2024-07-29/2024-08-04,779.25
218,167,280,Bangalore,Hyundai Creta,Sedan,2024-08-05,5,3356,2024,2024-08,Monday,2024-08-05/2024-08-11,671.2
219,163,278,Pune,Kia Seltos,SUV,2024-08-06,7,8732,2024,2024-08,Tuesday,2024-08-05/2024-08-11,1247.4285714285713
220,115,236,Bangalore,Maruti Alto,Sedan,2024-08-07,6,8662,2024,2024-08,Wednesday,2024-08-05/2024-08-11,1443.6666666666667
221,113,233,Bangalore,Hyundai Creta,Hatchback,2024-08-08,6,11719,2024,2024-08,Thursday,2024-08-05/2024-08-11,1953.1666666666667
222,109,299,Mumbai,Swift Dzire,SUV,2024-08-09,3,13617,2024,2024-08,Friday,2024-08-05/2024-08-11,4539.0
223,166,284,Delhi,Tata Nexon,Sedan,2024-08-10,6,1383,2024,2024-08,Saturday,2024-08-05/2024-08-11,230.5
224,151,205,Delhi,Kia Seltos,SUV,2024-08-11,6,2126,2024,2024-08,Sunday,2024-08-05/2024-08-11,354.3333333333333
225,171,205,Bangalore,Swift Dzire,Sedan,2024-08-12,9,7102,2024,2024-08,Monday,2024-08-12/2024-08-18,789.1111111111111
226,184,211,Delhi,Swift Dzire,SUV,2024-08-13,5,5589,2024,2024-08,Tuesday,2024-08-12/2024-08-18,1117.8
227,186,258,Pune,Swift Dzire,Hatchback,2024-08-14,9,12663,2024,2024-08,Wednesday,2024-08-12/2024-08-18,1407.0
228,102,268,Pune,Hyundai Creta,SUV,2024-08-15,5,7231,2024,2024-08,Thursday,2024-08-12/2024-08-18,1446.2
229,170,243,Delhi,Tata Nexon,Hatchback,2024-08-16,3,1140,2024,2024-08,Friday,2024-08-12/2024-08-18,380.0
230,129,297,Bangalore,Swift Dzire,SUV,2024-08-17,6,6519,2024,2024-08,Saturday,2024-08-12/2024-08-18,1086.5
231,196,207,Delhi,Swift Dzire,Hatchback,2024-08-18,6,2435,2024,2024-08,Sunday,2024-08-12/2024-08-18,405.8333333333333
232,136,222,Pune,Maruti Alto,Hatchback,2024-08-19,7,4737,2024,2024-08,Monday,2024-08-19/2024-08-25,676.7142857142857
233,179,222,Mumbai,Maruti Alto,Sedan,2024-08-20,6,8400,2024,2024-08,Tuesday,2024-08-19/2024-08-25,1400.0
234,184,205,Delhi,Hyundai Creta,Sedan,2024-08-21,4,9676,2024,2024-08,Wednesday,2024-08-19/2024-08-25,2419.0
235,193,252,Mumbai,Tata Nexon,Hatchback,2024-08-22,5,9862,2024,2024-08,Thursday,2024-08-19/2024-08-25,1972.4
236,116,296,Mumbai,Swift Dzire,Sedan,2024-08-23,7,11236,2024,2024-08,Friday,2024-08-19/2024-08-25,1605.142857142857
237,194,245,Bangalore,Hyundai Creta,Hatchback,2024-08-24,5,3555,2024,2024-08,Saturday,2024-08-19/2024-08-25,711.0
238,110,266,Bangalore,Tata Nexon,SUV,2024-08-25,3,14757,2024,2024-08,Sunday,2024-08-19/2024-08-25,4919.0
239,175,238,Delhi,Tata Nexon,Hatchback,2024-08-26,7,13156,2024,2024-08,Monday,2024-08-26/2024-09-01,1879.4285714285713
240,181,284,Bangalore,Swift Dzire,Hatchback,2024-08-27,6,10036,2024,2024-08,Tuesday,2024-08-26/2024-09-01,1672.6666666666667
241,164,201,Delhi,Maruti Alto,Sedan,2024-08-28,5,8706,2024,2024-08,Wednesday,2024-08-26/2024-09-01,1741.2
242,140,202,Pune,Swift Dzire,SUV,2024-08-29,6,1880,2024,2024-08,Thursday,2024-08-26/2024-09-01,313.3333333333333
243,171,242,Bangalore,Maruti Alto,Sedan,2024-08-30,9,12557,2024,2024-08,Friday,2024-08-26/2024-09-01,1395.2222222222222
244,139,244,Pune,Hyundai Creta,Hatchback,2024-08-31,1,4264,2024,2024-08,Saturday,2024-08-26/2024-09-01,4264.0
245,120,219,Bangalore,Swift Dzire,Sedan,2024-09-01,3,10980,2024,2024-09,Sunday,2024-08-26/2024-09-01,3660.0
246,128,223,Pune,Swift Dzire,SUV,2024-09-02,8,4011,2024,2024-09,Monday,2024-09-02/2024-09-08,501.375
247,133,214,Pune,Maruti Alto,SUV,2024-09-03,1,11533,2024,2024-09,Tuesday,2024-09-02/2024-09-08,11533.0
248,103,215,Pune,Tata Nexon,Hatchback,2024-09-04,9,13624,2024,2024-09,Wednesday,2024-09-02/2024-09-08,1513.7777777777778
249,129,259,Delhi,Hyundai Creta,Hatchback,2024-09-05,6,12465,2024,2024-09,Thursday,2024-09-02/2024-09-08,2077.5
250,124,233,Delhi,Maruti Alto,Hatchback,2024-09-06,1,4433,2024,2024-09,Friday,2024-09-02/2024-09-08,4433.0
251,180,226,Pune,Kia Seltos,SUV,2024-09-07,4,2410,2024,2024-09,Saturday,2024-09-02/2024-09-08,602.5
252,120,269,Delhi,Tata Nexon,Hatchback,2024-09-08,2,9751,2024,2024-09,Sunday,2024-09-02/2024-09-08,4875.5
253,179,269,Pune,Swift Dzire,SUV,2024-09-09,3,3096,2024,2024-09,Monday,2024-09-09/2024-09-15,1032.0
254,102,280,Pune,Kia Seltos,Sedan,2024-09-10,2,3902,2024,2024-09,Tuesday,2024-09-09/2024-09-15,1951.0
255,115,271,Bangalore,Swift Dzire,Sedan,2024-09-11,8,9642,2024,2024-09,Wednesday,2024-09-09/2024-09-15,1205.25
256,149,225,Bangalore,Kia Seltos,Hatchback,2024-09-12,1,9099,2024,2024-09,Thursday,2024-09-09/2024-09-15,9099.0
257,169,292,Delhi,Swift Dzire,SUV,2024-09-13,8,13916,2024,2024-09,Friday,2024-09-09/2024-09-15,1739.5
258,147,211,Pune,Tata Nexon,Sedan,2024-09-14,2,8301,2024,2024-09,Saturday,2024-09-09/2024-09-15,4150.5
259,187,233,Delhi,Swift Dzire,Sedan,2024-09-15,6,4172,2024,2024-09,Sunday,2024-09-09/2024-09-15,695.3333333333334
260,192,245,Pune,Maruti Alto,SUV,2024-09-16,2,11751,2024,2024-09,Monday,2024-09-16/2024-09-22,5875.5
261,120,242,Bangalore,Tata Nexon,Hatchback,2024-09-17,3,12800,2024,2024-09,Tuesday,2024-09-16/2024-09-22,4266.666666666667
262,123,280,Pune,Maruti Alto,Sedan,2024-09-18,9,12633,2024,2024-09,Wednesday,2024-09-16/2024-09-22,1403.6666666666667
263,157,237,Mumbai,Swift Dzire,Sedan,2024-09-19,4,7242,2024,2024-09,Thursday,2024-09-16/2024-09-22,1810.5
264,184,293,Mumbai,Hyundai Creta,SUV,2024-09-20,5,5504,2024,2024-09,Friday,2024-09-16/2024-09-22,1100.8
265,121,274,Mumbai,Swift Dzire,Hatchback,2024-09-21,1,12465,2024,2024-09,Saturday,2024-09-16/2024-09-22,12465.0
266,102,288,Bangalore,Hyundai Creta,Hatchback,2024-09-22,2,11242,2024,2024-09,Sunday,2024-09-16/2024-09-22,5621.0
267,187,200,Delhi,Tata Nexon,SUV,2024-09-23,2,7206,2024,2024-09,Monday,2024-09-23/2024-09-29,3603.0
268,170,259,Bangalore,Kia Seltos,Sedan,2024-09-24,1,6827,2024,2024-09,Tuesday,2024-09-23/2024-09-29,6827.0
269,178,235,Pune,Tata Nexon,Sedan,2024-09-25,2,10886,2024,2024-09,Wednesday,2024-09-23/2024-09-29,5443.0
270,187,299,Bangalore,Hyundai Creta,Sedan,2024-09-26,5,14348,2024,2024-09,Thursday,2024-09-23/2024-09-29,2869.6
271,195,299,Mumbai,Maruti Alto,SUV,2024-09-27,9,10582,2024,2024-09,Friday,2024-09-23/2024-09-29,1175.7777777777778
272,186,297,Bangalore,Kia Seltos,Sedan,2024-09-28,4,8313,2024,2024-09,Saturday,2024-09-23/2024-09-29,2078.25
273,161,269,Pune,Tata Nexon,SUV,2024-09-29,5,5506,2024,2024-09,Sunday,2024-09-23/2024-09-29,1101.2
274,129,240,Mumbai,Tata Nexon,Hatchback,2024-09-30,8,13314,2024,2024-09,Monday,2024-09-30/2024-10-06,1664.25
275,110,225,Delhi,Maruti Alto,Hatchback,2024-10-01,4,12329,2024,2024-10,Tuesday,2024-09-30/2024-10-06,3082.25
276,144,271,Delhi,Swift Dzire,Sedan,2024-10-02,1,6141,2024,2024-10,Wednesday,2024-09-30/2024-10-06,6141.0
277,101,203,Bangalore,Tata Nexon,SUV,2024-10-03,1,1237,2024,2024-10,Thursday,2024-09-30/2024-10-06,1237.0
278,149,252,Mumbai,Hyundai Creta,Hatchback,2024-10-04,7,10755,2024,2024-10,Friday,2024-09-30/2024-10-06,1536.4285714285713
279,172,268,Bangalore,Maruti Alto,SUV,2024-10-05,7,11199,2024,2024-10,Saturday,2024-09-30/2024-10-06,1599.857142857143
280,161,222,Pune,Kia Seltos,SUV,2024-10-06,8,3310,2024,2024-10,Sunday,2024-09-30/2024-10-06,413.75
281,174,293,Pune,Tata Nexon,Sedan,2024-10-07,6,6606,2024,2024-10,Monday,2024-10-07/2024-10-13,1101.0
282,183,290,Delhi,Maruti Alto,SUV,2024-10-08,9,5082,2024,2024-10,Tuesday,2024-10-07/2024-10-13,564.6666666666666
283,184,232,Pune,Hyundai Creta,Sedan,2024-10-09,2,14247,2024,2024-10,Wednesday,2024-10-07/2024-10-13,7123.5
284,189,241,Delhi,Swift Dzire,Sedan,2024-10-10,8,7849,2024,2024-10,Thursday,2024-10-07/2024-10-13,981.125
285,157,264,Pune,Maruti Alto,SUV,2024-10-11,2,11046,2024,2024-10,Friday,2024-10-07/2024-10-13,5523.0
286,190,244,Mumbai,Maruti Alto,Hatchback,2024-10-12,9,11685,2024,2024-10,Saturday,2024-10-07/2024-10-13,1298.3333333333333
287,142,272,Delhi,Maruti Alto,Hatchback,2024-10-13,8,7526,2024,2024-10,Sunday,2024-10-07/2024-10-13,940.75
288,191,236,Bangalore,Tata Nexon,SUV,2024-10-14,1,11747,2024,2024-10,Monday,2024-10-14/2024-10-20,11747.0
289,139,271,Delhi,Kia Seltos,SUV,2024-10-15,8,7606,2024,2024-10,Tuesday,2024-10-14/2024-10-20,950.75
290,119,288,Pune,Hyundai Creta,Sedan,2024-10-16,7,7151,2024,2024-10,Wednesday,2024-10-14/2024-10-20,1021.5714285714286
291,126,253,Bangalore,Tata Nexon,SUV,2024-10-17,9,6646,2024,2024-10,Thursday,2024-10-14/2024-10-20,738.4444444444445
292,149,232,Delhi,Hyundai Creta,SUV,2024-10-18,9,13185,2024,2024-10,Friday,2024-10-14/2024-10-20,1465.0
293,163,288,Delhi,Kia Seltos,Hatchback,2024-10-19,8,11931,2024,2024-10,Saturday,2024-10-14/2024-10-20,1491.375
294,102,249,Delhi,Tata Nexon,Hatchback,2024-10-20,3,4447,2024,2024-10,Sunday,2024-10-14/2024-10-20,1482.3333333333333
295,193,271,Delhi,Tata Nexon,SUV,2024-10-21,3,4386,2024,2024-10,Monday,2024-10-21/2024-10-27,1462.0
296,169,287,Pune,Maruti Alto,Hatchback,2024-10-22,1,5318,2024,2024-10,Tuesday,2024-10-21/2024-10-27,5318.0
297,159,220,Bangalore,Tata Nexon,SUV,2024-10-23,7,4410,2024,2024-10,Wednesday,2024-10-21/2024-10-27,630.0
298,174,278,Pune,Hyundai Creta,Sedan,2024-10-24,4,11927,2024,2024-10,Thursday,2024-10-21/2024-10-27,2981.75
299,107,207,Mumbai,Tata Nexon,SUV,2024-10-25,4,7602,2024,2024-10,Friday,2024-10-21/2024-10-27,1900.5
300,185,253,Pune,Hyundai Creta,Sedan,2024-10-26,2,2743,2024,2024-10,Saturday,2024-10-21/2024-10-27,1371.5
301,177,230,Bangalore,Kia Seltos,Hatchback,2024-10-27,8,7270,2024,2024-10,Sunday,2024-10-21/2024-10-27,908.75
302,183,296,Delhi,Kia Seltos,Hatchback,2024-10-28,5,10281,2024,2024-10,Monday,2024-10-28/2024-11-03,2056.2
303,164,222,Mumbai,Swift Dzire,Hatchback,2024-10-29,1,13574,2024,2024-10,Tuesday,2024-10-28/2024-11-03,13574.0
304,135,254,Pune,Maruti Alto,Sedan,2024-10-30,2,2905,2024,2024-10,Wednesday,2024-10-28/2024-11-03,1452.5
305,171,234,Mumbai,Hyundai Creta,SUV,2024-10-31,2,7174,2024,2024-10,Thursday,2024-10-28/2024-11-03,3587.0
306,196,297,Bangalore,Tata Nexon,Sedan,2024-11-01,4,8013,2024,2024-11,Friday,2024-10-28/2024-11-03,2003.25
307,129,280,Pune,Kia Seltos,Sedan,2024-11-02,1,13779,2024,2024-11,Saturday,2024-10-28/2024-11-03,13779.0
308,130,275,Delhi,Swift Dzire,SUV,2024-11-03,6,8547,2024,2024-11,Sunday,2024-10-28/2024-11-03,1424.5
309,153,227,Bangalore,Swift Dzire,Hatchback,2024-11-04,2,3271,2024,2024-11,Monday,2024-11-04/2024-11-10,1635.5
310,132,210,Mumbai,Tata Nexon,Hatchback,2024-11-05,4,12713,2024,2024-11,Tuesday,2024-11-04/2024-11-10,3178.25
311,149,220,Pune,Swift Dzire,Hatchback,2024-11-06,2,6503,2024,2024-11,Wednesday,2024-11-04/2024-11-10,3251.5
312,101,209,Mumbai,Kia Seltos,Hatchback,2024-11-07,5,11462,2024,2024-11,Thursday,2024-11-04/2024-11-10,2292.4
313,116,292,Delhi,Tata Nexon,Sedan,2024-11-08,1,10168,2024,2024-11,Friday,2024-11-04/2024-11-10,10168.0
314,147,220,Bangalore,Hyundai Creta,Hatchback,2024-11-09,2,8057,2024,2024-11,Saturday,2024-11-04/2024-11-10,4028.5
315,170,230,Mumbai,Maruti Alto,Hatchback,2024-11-10,5,11585,2024,2024-11,Sunday,2024-11-04/2024-11-10,2317.0
316,171,279,Mumbai,Maruti Alto,Sedan,2024-11-11,7,9622,2024,2024-11,Monday,2024-11-11/2024-11-17,1374.5714285714287
317,104,232,Bangalore,Kia Seltos,Sedan,2024-11-12,4,5112,2024,2024-11,Tuesday,2024-11-11/2024-11-17,1278.0
318,177,213,Pune,Tata Nexon,Sedan,2024-11-13,8,3333,2024,2024-11,Wednesday,2024-11-11/2024-11-17,416.625
319,198,286,Mumbai,Tata Nexon,Sedan,2024-11-14,6,3347,2024,2024-11,Thursday,2024-11-11/2024-11-17,557.8333333333334
320,134,267,Delhi,Hyundai Creta,Sedan,2024-11-15,6,11098,2024,2024-11,Friday,2024-11-11/2024-11-17,1849.6666666666667
321,153,285,Mumbai,Tata Nexon,SUV,2024-11-16,2,12831,2024,2024-11,Saturday,2024-11-11/2024-11-17,6415.5
322,155,207,Bangalore,Tata Nexon,Sedan,2024-11-17,1,13878,2024,2024-11,Sunday,2024-11-11/2024-11-17,13878.0
323,167,265,Pune,Tata Nexon,SUV,2024-11-18,6,5928,2024,2024-11,Monday,2024-11-18/2024-11-24,988.0
324,120,227,Delhi,Tata Nexon,Sedan,2024-11-19,8,3438,2024,2024-11,Tuesday,2024-11-18/2024-11-24,429.75
325,187,207,Pune,Tata Nexon,SUV,2024-11-20,3,8476,2024,2024-11,Wednesday,2024-11-18/2024-11-24,2825.3333333333335
326,139,250,Mumbai,Swift Dzire,SUV,2024-11-21,8,6716,2024,2024-11,Thursday,2024-11-18/2024-11-24,839.5
327,137,222,Pune,Tata Nexon,SUV,2024-11-22,5,12096,2024,2024-11,Friday,2024-11-18/2024-11-24,2419.2
328,189,295,Delhi,Hyundai Creta,Hatchback,2024-11-23,2,10339,2024,2024-11,Saturday,2024-11-18/2024-11-24,5169.5
329,149,296,Bangalore,Swift Dzire,SUV,2024-11-24,4,3223,2024,2024-11,Sunday,2024-11-18/2024-11-24,805.75
330,124,246,Bangalore,Tata Nexon,SUV,2024-11-25,2,4382,2024,2024-11,Monday,2024-11-25/2024-12-01,2191.0
331,190,295,Bangalore,Hyundai Creta,SUV,2024-11-26,1,5275,2024,2024-11,Tuesday,2024-11-25/2024-12-01,5275.0
332,188,270,Mumbai,Swift Dzire,Sedan,2024-11-27,2,5225,2024,2024-11,Wednesday,2024-11-25/2024-12-01,2612.5
333,180,228,Mumbai,Hyundai Creta,Sedan,2024-11-28,4,14872,2024,2024-11,Thursday,2024-11-25/2024-12-01,3718.0
334,138,286,Pune,Maruti Alto,SUV,2024-11-29,2,8260,2024,2024-11,Friday,2024-11-25/2024-12-01,4130.0
335,182,221,Pune,Tata Nexon,Hatchback,2024-11-30,2,3594,2024,2024-11,Saturday,2024-11-25/2024-12-01,1797.0
336,122,221,Bangalore,Kia Seltos,Sedan,2024-12-01,3,10475,2024,2024-12,Sunday,2024-11-25/2024-12-01,3491.6666666666665
337,193,293,Mumbai,Maruti Alto,Hatchback,2024-12-02,7,3118,2024,2024-12,Monday,2024-12-02/2024-12-08,445.42857142857144
338,199,232,Pune,Maruti Alto,Hatchback,2024-12-03,2,1331,2024,2024-12,Tuesday,2024-12-02/2024-12-08,665.5
339,182,236,Delhi,Tata Nexon,SUV,2024-12-04,3,12548,2024,2024-12,Wednesday,2024-12-02/2024-12-08,4182.666666666667
340,181,213,Delhi,Tata Nexon,Hatchback,2024-12-05,5,3103,2024,2024-12,Thursday,2024-12-02/2024-12-08,620.6
341,185,249,Pune,Maruti Alto,Hatchback,2024-12-06,5,14477,2024,2024-12,Friday,2024-12-02/2024-12-08,2895.4
342,154,238,Delhi,Swift Dzire,Sedan,2024-12-07,4,12956,2024,2024-12,Saturday,2024-12-02/2024-12-08,3239.0
343,199,223,Pune,Hyundai Creta,SUV,2024-12-08,5,11364,2024,2024-12,Sunday,2024-12-02/2024-12-08,2272.8
344,119,207,Delhi,Swift Dzire,Sedan,2024-12-09,6,14646,2024,2024-12,Monday,2024-12-09/2024-12-15,2441.0
345,166,268,Mumbai,Tata Nexon,Hatchback,2024-12-10,4,2248,2024,2024-12,Tuesday,2024-12-09/2024-12-15,562.0
346,169,266,Mumbai,Kia Seltos,Sedan,2024-12-11,5,2504,2024,2024-12,Wednesday,2024-12-09/2024-12-15,500.8
347,194,278,Pune,Maruti Alto,Sedan,2024-12-12,3,8816,2024,2024-12,Thursday,2024-12-09/2024-12-15,2938.6666666666665
348,199,273,Delhi,Maruti Alto,SUV,2024-12-13,3,8807,2024,2024-12,Friday,2024-12-09/2024-12-15,2935.6666666666665
349,193,214,Bangalore,Hyundai Creta,SUV,2024-12-14,7,5052,2024,2024-12,Saturday,2024-12-09/2024-12-15,721.7142857142857
350,188,212,Pune,Swift Dzire,SUV,2024-12-15,1,7444,2024,2024-12,Sunday,2024-12-09/2024-12-15,7444.0
351,141,226,Bangalore,Swift Dzire,Sedan,2024-12-16,7,6839,2024,2024-12,Monday,2024-12-16/2024-12-22,977.0
352,103,276,Pune,Hyundai Creta,Sedan,2024-12-17,6,14317,2024,2024-12,Tuesday,2024-12-16/2024-12-22,2386.1666666666665
353,123,259,Pune,Kia Seltos,Hatchback,2024-12-18,1,6459,2024,2024-12,Wednesday,2024-12-16/2024-12-22,6459.0
354,155,239,Mumbai,Swift Dzire,Hatchback,2024-12-19,7,12163,2024,2024-12,Thursday,2024-12-16/2024-12-22,1737.5714285714287
355,117,290,Bangalore,Tata Nexon,SUV,2024-12-20,6,6588,2024,2024-12,Friday,2024-12-16/2024-12-22,1098.0
356,123,226,Mumbai,Tata Nexon,Sedan,2024-12-21,1,6365,2024,2024-12,Saturday,2024-12-16/2024-12-22,6365.0
357,194,222,Mumbai,Swift Dzire,SUV,2024-12-22,1,4341,2024,2024-12,Sunday,2024-12-16/2024-12-22,4341.0
358,150,217,Pune,Kia Seltos,Sedan,2024-12-23,6,12997,2024,2024-12,Monday,2024-12-23/2024-12-29,2166.1666666666665
359,166,216,Mumbai,Tata Nexon,Sedan,2024-12-24,1,1769,2024,2024-12,Tuesday,2024-12-23/2024-12-29,1769.0
360,160,266,Bangalore,Hyundai Creta,Sedan,2024-12-25,9,13748,2024,2024-12,Wednesday,2024-12-23/2024-12-29,1527.5555555555557
361,189,221,Mumbai,Tata Nexon,Sedan,2024-12-26,8,14689,2024,2024-12,Thursday,2024-12-23/2024-12-29,1836.125
362,194,290,Delhi,Maruti Alto,SUV,2024-12-27,2,8998,2024,2024-12,Friday,2024-12-23/2024-12-29,4499.0
363,188,264,Pune,Tata Nexon,SUV,2024-12-28,7,5739,2024,2024-12,Saturday,2024-12-23/2024-12-29,819.8571428571429
364,167,290,Pune,Kia Seltos,SUV,2024-12-29,1,12548,2024,2024-12,Sunday,2024-12-23/2024-12-29,12548.0
365,164,239,Mumbai,Tata Nexon,Sedan,2024-12-30,9,5759,2024,2024-12,Monday,2024-12-30/2025-01-05,639.8888888888889
366,153,242,Delhi,Hyundai Creta,Hatchback,2024-12-31,1,9902,2024,2024-12,Tuesday,2024-12-30/2025-01-05,9902.0
367,195,279,Bangalore,Kia Seltos,Sedan,2025-01-01,2,14603,2025,2025-01,Wednesday,2024-12-30/2025-01-05,7301.5
368,146,247,Bangalore,Maruti Alto,Sedan,2025-01-02,8,13929,2025,2025-01,Thursday,2024-12-30/2025-01-05,1741.125
369,194,273,Delhi,Kia Seltos,SUV,2025-01-03,4,4638,2025,2025-01,Friday,2024-12-30/2025-01-05,1159.5
370,184,259,Pune,Swift Dzire,Sedan,2025-01-04,5,13509,2025,2025-01,Saturday,2024-12-30/2025-01-05,2701.8
371,181,294,Bangalore,Kia Seltos,Sedan,2025-01-05,9,2911,2025,2025-01,Sunday,2024-12-30/2025-01-05,323.44444444444446
372,127,201,Delhi,Swift Dzire,Sedan,2025-01-06,2,3618,2025,2025-01,Monday,2025-01-06/2025-01-12,1809.0
373,156,285,Bangalore,Tata Nexon,SUV,2025-01-07,7,4071,2025,2025-01,Tuesday,2025-01-06/2025-01-12,581.5714285714286
374,197,248,Pune,Maruti Alto,SUV,2025-01-08,2,3875,2025,2025-01,Wednesday,2025-01-06/2025-01-12,1937.5
375,195,297,Bangalore,Kia Seltos,SUV,2025-01-09,9,4121,2025,2025-01,Thursday,2025-01-06/2025-01-12,457.8888888888889
376,107,220,Bangalore,Tata Nexon,Sedan,2025-01-10,8,13832,2025,2025-01,Friday,2025-01-06/2025-01-12,1729.0
377,156,292,Bangalore,Tata Nexon,Hatchback,2025-01-11,5,1630,2025,2025-01,Saturday,2025-01-06/2025-01-12,326.0
378,115,262,Delhi,Tata Nexon,SUV,2025-01-12,5,13993,2025,2025-01,Sunday,2025-01-06/2025-01-12,2798.6
379,129,278,Bangalore,Kia Seltos,Hatchback,2025-01-13,3,6926,2025,2025-01,Monday,2025-01-13/2025-01-19,2308.6666666666665
380,185,218,Pune,Tata Nexon,Hatchback,2025-01-14,7,6594,2025,2025-01,Tuesday,2025-01-13/2025-01-19,942.0
381,142,258,Mumbai,Swift Dzire,SUV,2025-01-15,2,12586,2025,2025-01,Wednesday,2025-01-13/2025-01-19,6293.0
382,102,206,Pune,Hyundai Creta,Sedan,2025-01-16,4,9294,2025,2025-01,Thursday,2025-01-13/2025-01-19,2323.5
383,128,267,Bangalore,Tata Nexon,Sedan,2025-01-17,2,3898,2025,2025-01,Friday,2025-01-13/2025-01-19,1949.0
384,157,276,Mumbai,Kia Seltos,SUV,2025-01-18,5,10657,2025,2025-01,Saturday,2025-01-13/2025-01-19,2131.4
385,174,215,Delhi,Maruti Alto,Hatchback,2025-01-19,1,8461,2025,2025-01,Sunday,2025-01-13/2025-01-19,8461.0
386,193,272,Bangalore,Maruti Alto,Sedan,2025-01-20,6,3379,2025,2025-01,Monday,2025-01-20/2025-01-26,563.1666666666666
387,100,219,Delhi,Hyundai Creta,Sedan,2025-01-21,8,3883,2025,2025-01,Tuesday,2025-01-20/2025-01-26,485.375
388,103,249,Bangalore,Hyundai Creta,SUV,2025-01-22,9,10367,2025,2025-01,Wednesday,2025-01-20/2025-01-26,1151.888888888889
389,108,201,Pune,Maruti Alto,Sedan,2025-01-23,5,6190,2025,2025-01,Thursday,2025-01-20/2025-01-26,1238.0
390,143,223,Bangalore,Tata Nexon,Sedan,2025-01-24,1,14827,2025,2025-01,Friday,2025-01-20/2025-01-26,14827.0
391,187,287,Delhi,Maruti Alto,Hatchback,2025-01-25,5,13682,2025,2025-01,Saturday,2025-01-20/2025-01-26,2736.4
392,183,237,Delhi,Kia Seltos,Sedan,2025-01-26,3,7980,2025,2025-01,Sunday,2025-01-20/2025-01-26,2660.0
393,104,223,Delhi,Swift Dzire,SUV,2025-01-27,2,10224,2025,2025-01,Monday,2025-01-27/2025-02-02,5112.0
394,168,277,Bangalore,Tata Nexon,Sedan,2025-01-28,8,9468,2025,2025-01,Tuesday,2025-01-27/2025-02-02,1183.5
395,197,278,Delhi,Maruti Alto,SUV,2025-01-29,9,12734,2025,2025-01,Wednesday,2025-01-27/2025-02-02,1414.888888888889
396,159,266,Delhi,Swift Dzire,Sedan,2025-01-30,1,9059,2025,2025-01,Thursday,2025-01-27/2025-02-02,9059.0
397,116,277,Pune,Maruti Alto,SUV,2025-01-31,3,11310,2025,2025-01,Friday,2025-01-27/2025-02-02,3770.0
398,190,205,Delhi,Kia Seltos,Hatchback,2025-02-01,8,13855,2025,2025-02,Saturday,2025-01-27/2025-02-02,1731.875
399,105,218,Bangalore,Maruti Alto,Hatchback,2025-02-02,9,8314,2025,2025-02,Sunday,2025-01-27/2025-02-02,923.7777777777778
400,187,248,Bangalore,Hyundai Creta,Hatchback,2025-02-03,9,4583,2025,2025-02,Monday,2025-02-03/2025-02-09,509.22222222222223
